1,2.8601
2,2.9158
3,2.8949
4,2.8600
5,2.9291
6,2.9527
7,2.8689
8,2.7300
9,2.9156
10,2.9189
11,2.8842
12,3.0118
13,2.8819
14,2.9182
15,2.9328
16,2.8211
17,2.8975
18,2.8682
19,2.9629
20,2.8475
21,2.9296
22,2.7458
23,2.8952
24,2.9290
25,2.9099
26,2.8692
27,2.8838
28,2.8243
29,2.8097
30,2.9362
31,2.8110
32,2.8647
33,2.8902
34,3.0326
35,2.9258
36,2.8654
37,2.9304
38,2.9063
39,2.8748
40,2.7456
41,2.9044
42,2.9323
43,2.8920
44,2.8215
45,2.7684
46,2.8610
47,2.9195
48,2.9244
49,2.8955
50,3.0172
51,2.8696
52,2.8593
53,2.8820
54,2.9110
55,2.8751
56,2.8867
57,2.8967
58,2.8780
59,2.9380
60,2.8469
61,2.9621
62,2.9984
63,2.8695
64,2.9266
65,2.8945
66,2.9639
67,2.7478
68,2.8910
69,2.8683
70,2.7943
71,2.8122
72,2.9616
73,2.9559
74,2.8352
75,2.9060
76,2.8761
77,2.9501
78,2.8599
79,2.8474
80,3.0240
81,2.8897
82,2.7970
83,2.8706
84,2.8393
85,2.9531
86,2.9435
87,2.8972
88,2.9658
89,2.9453
90,2.9223
91,2.8872
92,2.8820
93,3.0069
94,2.9066
95,2.9209
96,2.8779
97,2.8936
98,2.8158
99,2.9202
100,2.8142
101,2.9864
102,2.9569
103,2.7820
104,2.7700
105,2.9345
106,2.8816
107,2.8116
108,2.6726
109,2.8618
110,2.8894
111,2.9040
112,2.7921
113,2.9087
114,2.9116
115,2.8750
116,2.8246
117,2.9328
118,2.9676
119,2.9168
120,2.8876
121,2.8401
122,2.9022
123,2.9491
124,3.0764
125,2.8674
126,2.9358
127,2.9602
128,2.8623
129,2.9006
130,2.8025
131,2.9003
132,2.8328
133,2.9047
134,3.0206
135,2.9547
136,2.7941
137,2.9217
138,2.8809
139,2.9560
140,2.8832
141,2.9384
142,2.8942
143,2.9183
144,2.8671
145,2.9086
146,2.8337
147,2.7223
148,2.9217
149,2.7014
150,2.8936
151,2.7680
152,2.9601
153,2.8840
154,2.7554
155,2.7532
156,2.8071
157,2.9524
158,2.9980
159,2.9376
160,2.9482
161,2.8785
162,2.9569
163,2.8379
164,3.0202
165,2.9392
166,2.8785
167,2.8289
168,2.8635
169,2.9655
170,2.9189
171,2.9373
172,2.9225
173,2.9980
174,2.8090
175,2.9301
176,2.9553
177,2.9295
178,2.6855
179,2.8670
180,3.0990
181,2.8421
182,2.8470
183,2.8730
184,2.9591
185,2.8490
186,2.9099
187,2.9087
188,2.9575
189,2.9320
190,2.8933
191,2.8795
192,2.9069
193,2.9935
194,2.7939
195,2.8842
196,2.8748
197,3.0518
198,2.8851
199,2.9738
200,3.0030
201,2.8661
202,2.8591
203,2.8946
204,2.9320
205,2.8160
206,2.8676
207,2.9861
208,2.9316
209,2.9120
210,2.8524
211,2.8595
212,3.0051
213,2.8235
214,2.9941
215,2.8367
216,2.6869
217,2.8670
218,2.9113
219,2.8234
220,2.8657
221,2.9688
222,2.8976
223,2.9544
224,2.9295
225,2.6225
226,2.9097
227,2.9136
228,2.8761
229,2.8257
230,2.9327
231,2.9685
232,2.9182
233,2.8892
234,2.8415
235,2.9043
236,2.9502
237,3.0783
238,2.8686
239,2.9380
240,2.9614
241,2.8636
242,2.9029
243,2.8041
244,2.9023
245,2.8343
246,2.9060
247,3.0224
248,2.9557
249,2.7945
250,2.9226
251,2.8814
252,2.9562
253,2.8842
254,2.9394
255,2.8963
256,2.9197
257,2.8686
258,2.9099
259,2.8350
260,2.7236
261,2.9219
262,2.7022
263,2.8959
264,2.7701
265,2.9605
266,2.8847
267,2.7569
268,2.7549
269,2.8090
270,2.9535
271,2.9973
272,2.9383
273,2.9489
274,2.8799
275,2.9580
276,2.8388
277,3.0220
278,2.9403
279,2.8789
280,2.8294
281,2.8646
282,2.9667
283,2.9200
284,2.9392
285,2.9242
286,3.0003
287,2.8107
288,2.9303
289,2.9558
290,2.9305
291,2.6875
292,2.8687
293,3.0990
294,2.8431
295,2.8482
296,2.8740
297,2.9602
298,2.8502
299,2.9119
300,2.9099
301,2.9598
302,2.9339
303,2.8950
304,2.8813
305,2.9089
306,2.9947
307,2.7958
308,2.8865
309,2.8754
310,3.0530
311,2.8866
312,2.9761
313,3.0041
314,2.8679
315,2.8605
316,2.8959
317,2.9337
318,2.8173
319,2.8687
320,2.9875
321,2.9331
322,2.9126
323,2.8545
324,2.8605
325,3.0066
326,2.8249
327,2.9959
328,2.8388
329,2.6884
330,2.8672
331,2.9133
332,2.8240
333,2.8669
334,2.9700
335,2.8980
336,2.9563
337,2.9310
338,2.6233
339,2.9106
340,2.9152
341,2.8787
342,2.8276
343,2.9347
344,2.9704
345,2.9198
346,2.8911
347,2.8438
348,2.9077
349,2.9521
350,3.0802
351,2.8707
352,2.9386
353,2.9640
354,2.8658
355,2.9052
356,2.8048
357,2.9034
358,2.8358
359,2.9074
360,3.0229
361,2.9566
362,2.7969
363,2.9249
364,2.8829
365,2.9596
366,2.8864
367,2.9416
368,2.8970
369,2.9207
370,2.8699
371,2.9107
372,2.8363
373,2.7240
374,2.9232
375,2.7034
376,2.8974
377,2.7717
378,2.9628
379,2.8857
380,2.7583
381,2.7553
382,2.8111
383,2.9554
384,2.9993
385,2.9388
386,2.9504
387,2.8815
388,2.9591
389,2.8397
390,3.0227
391,2.9416
392,2.8795
393,2.8299
394,2.8647
395,2.9673
396,2.9217
397,2.9392
398,2.9241
399,3.0006
400,2.8114
401,2.9310
402,2.9566
403,2.9309
404,2.6884
405,2.8690
406,3.1000
407,2.8442
408,2.8491
409,2.8749
410,2.9614
411,2.8511
412,2.9129
413,2.9109
414,2.9607
415,2.9355
416,2.8962
417,2.8820
418,2.9102
419,2.9961
420,2.7972
421,2.8891
422,2.8764
423,3.0539
424,2.8878
425,2.9781
426,3.0055
427,2.8694
428,2.8613
429,2.8965
430,2.9344
431,2.8176
432,2.8703
433,2.9877
434,2.9343
435,2.9140
436,2.8565
437,2.8609
438,3.0075
439,2.8257
440,2.9965
441,2.8390
442,2.6881
443,2.8677
444,2.9138
445,2.8250
446,2.8672
447,2.9706
448,2.8989
449,2.9575
450,2.9329
451,2.6242
452,2.9114
453,2.9155
454,2.8792
455,2.8275
456,2.9356
457,2.9708
458,2.9210
459,2.8921
460,2.8446
461,2.9085
462,2.9531
463,3.0811
464,2.8735
465,2.9402
466,2.9654
467,2.8665
468,2.9069
469,2.8057
470,2.9043
471,2.8361
472,2.9079
473,3.0246
474,2.9576
475,2.7973
476,2.9268
477,2.8832
478,2.9583
479,2.8864
480,2.9423
481,2.8980
482,2.9211
483,2.8713
484,2.9110
485,2.8364
486,2.7250
487,2.9250
488,2.7050
489,2.8992
490,2.7720
491,2.9628
492,2.8858
493,2.7581
494,2.7566
495,2.8117
496,2.9563
497,3.0013
498,2.9400
499,2.9508
500,2.8826
501,2.9594
502,2.8406
503,3.0258
504,2.9428
505,2.8803
506,2.8308
507,2.8667
508,2.9687
509,2.9231
510,2.9415
511,2.9250
512,3.0022
513,2.8120
514,2.9318
515,2.9577
516,2.9311
517,2.6887
518,2.8694
519,3.1014
520,2.8451
521,2.8492
522,2.8747
523,2.9620
524,2.8514
525,2.9134
526,2.9109
527,2.9604
528,2.9354
529,2.8956
530,2.8816
531,2.9101
532,2.9965
533,2.7966
534,2.8892
535,2.8768
536,3.0539
537,2.8876
538,2.9782
539,3.0047
540,2.8694
541,2.8612
542,2.8961
543,2.9341
544,2.8170
545,2.8685
546,2.9874
547,2.9347
548,2.9140
549,2.8562
550,2.8615
551,3.0068
552,2.8257
553,2.9963
554,2.8387
555,2.6891
556,2.8677
557,2.9133
558,2.8249
559,2.8676
560,2.9714
561,2.8990
562,2.9574
563,2.9325
564,2.6245
565,2.9111
566,2.9149
567,2.8791
568,2.8278
569,2.9356
570,2.9709
571,2.9200
572,2.8911
573,2.8440
574,2.9070
575,2.9529
576,3.0811
577,2.8716
578,2.9399
579,2.9653
580,2.8666
581,2.9051
582,2.8063
583,2.9048
584,2.8355
585,2.9070
586,3.0235
587,2.9564
588,2.7972
589,2.9260
590,2.8836
591,2.9597
592,2.8862
593,2.9430
594,2.8987
595,2.9213
596,2.8709
597,2.9102
598,2.8363
599,2.7254
600,2.9241
601,2.7043
602,2.8981
603,2.7711
604,2.9630
605,2.8861
606,2.7580
607,2.7562
608,2.8114
609,2.9561
610,3.0005
611,2.9398
612,2.9508
613,2.8810
614,2.9595
615,2.8408
616,3.0231
617,2.9423
618,2.8798
619,2.8301
620,2.8665
621,2.9685
622,2.9222
623,2.9404
624,2.9245
625,3.0009
626,2.8114
627,2.9315
628,2.9573
629,2.9310
630,2.6886
631,2.8699
632,3.0999
633,2.8447
634,2.8500
635,2.8756
636,2.9601
637,2.8516
638,2.9136
639,2.9112
640,2.9601
641,2.9350
642,2.8961
643,2.8816
644,2.9097
645,2.9969
646,2.7968
647,2.8891
648,2.8783
649,3.0545
650,2.8872
651,2.9776
652,3.0055
653,2.8699
654,2.8620
655,2.8971
656,2.9342
657,2.8179
658,2.8714
659,2.9891
660,2.9347
661,2.9145
662,2.8559
663,2.8603
664,3.0075
665,2.8262
666,2.9968
667,2.8392
668,2.6898
669,2.8678
670,2.9135
671,2.8256
672,2.8686
673,2.9732
674,2.9007
675,2.9581
676,2.9330
677,2.6249
678,2.9124
679,2.9157
680,2.8795
681,2.8281
682,2.9360
683,2.9707
684,2.9216
685,2.8924
686,2.8447
687,2.9097
688,2.9541
689,3.0818
690,2.8716
691,2.9404
692,2.9663
693,2.8672
694,2.9058
695,2.8065
696,2.9054
697,2.8361
698,2.9083
699,3.0245
700,2.9578
701,2.7987
702,2.9271
703,2.8836
704,2.9599
705,2.8873
706,2.9433
707,2.8977
708,2.9218
709,2.8714
710,2.9105
711,2.8367
712,2.7262
713,2.9263
714,2.7049
715,2.8989
716,2.7712
717,2.9642
718,2.8873
719,2.7583
720,2.7572
721,2.8129
722,2.9563
723,3.0020
724,2.9403
725,2.9510
726,2.8821
727,2.9599
728,2.8411
729,3.0245
730,2.9425
731,2.8800
732,2.8308
733,2.8668
734,2.9686
735,2.9225
736,2.9411
737,2.9257
738,3.0029
739,2.8124
740,2.9320
741,2.9574
742,2.9328
743,2.6898
744,2.8713
745,3.1015
746,2.8451
747,2.8508
748,2.8750
749,2.9612
750,2.8518
751,2.9134
752,2.9117
753,2.9614
754,2.9348
755,2.8962
756,2.8824
757,2.9105
758,2.9968
759,2.7964
760,2.8903
761,2.8782
762,3.0550
763,2.8876
764,2.9781
765,3.0048
766,2.8701
767,2.8622
768,2.8981
769,2.9349
770,2.8181
771,2.8695
772,2.9886
773,2.9348
774,2.9147
775,2.8580
776,2.8619
777,3.0090
778,2.8266
779,2.9964
780,2.8393
781,2.6899
782,2.8676
783,2.9141
784,2.8254
785,2.8682
786,2.9729
787,2.9006
788,2.9580
789,2.9332
790,2.6247
791,2.9117
792,2.9162
793,2.8802
794,2.8276
795,2.9355
796,2.9710
797,2.9213
798,2.8925
799,2.8458
800,2.9101
801,2.9540
802,3.0812
803,2.8723
804,2.9407
805,2.9655
806,2.8676
807,2.9074
808,2.8075
809,2.9056
810,2.8357
811,2.9082
812,3.0237
813,2.9571
814,2.7984
815,2.9259
816,2.8841
817,2.9602
818,2.8878
819,2.9439
820,2.8985
821,2.9222
822,2.8719
823,2.9110
824,2.8372
825,2.7258
826,2.9254
827,2.7053
828,2.8975
829,2.7719
830,2.9638
831,2.8862
832,2.7579
833,2.7564
834,2.8135
835,2.9562
836,3.0021
837,2.9410
838,2.9512
839,2.8835
840,2.9599
841,2.8405
842,3.0232
843,2.9427
844,2.8804
